footprintWKT	coordinateUncertaintyInMeters	decimalLatitude	decimalLongitude
LINESTRING (-42.97439 -60.7578, -42.98436 -60.75949)	287.6175836156751	-60.75864509263657	-42.97937486888687
LINESTRING (-42.97439 -60.7578, -42.98436 -60.75949)	287.6175836156751	-60.75864509263657	-42.97937486888687
LINESTRING (-42.97439 -60.7578, -42.98436 -60.75949)	287.6175836156751	-60.75864509263657	-42.97937486888687
LINESTRING (-42.96315 -60.75238, -42.97336 -60.75312)	281.39947906961515	-60.75275009711655	-42.968254941221744
LINESTRING (-42.96315 -60.75238, -42.97336 -60.75312)	281.39947906961515	-60.75275009711655	-42.968254941221744
LINESTRING (-42.97247 -60.73865, -42.98017 -60.73483)	299.01138164944416	-60.73674005552331	-42.97632022867992
LINESTRING (-42.97247 -60.73865, -42.98017 -60.73483)	299.01138164944416	-60.73674005552331	-42.97632022867992
LINESTRING (-42.97247 -60.73865, -42.98017 -60.73483)	299.01138164944416	-60.73674005552331	-42.97632022867992
LINESTRING (-42.97247 -60.73865, -42.98017 -60.73483)	299.01138164944416	-60.73674005552331	-42.97632022867992
LINESTRING (-42.97247 -60.73865, -42.98017 -60.73483)	299.01138164944416	-60.73674005552331	-42.97632022867992
LINESTRING (-42.97247 -60.73865, -42.98017 -60.73483)	299.01138164944416	-60.73674005552331	-42.97632022867992
LINESTRING (-42.98106 -60.74496, -42.98813 -60.74046)	316.2768622199479	-60.74271004695261	-42.98459524740716
LINESTRING (-42.95756 -60.75219, -42.96927 -60.75649)	399.1325873277358	-60.75434012807763	-42.96341460824643
LINESTRING (-42.97439 -60.7578, -42.98436 -60.75949)	287.6175836156751	-60.75864509263657	-42.97937486888687
LINESTRING (-43.00217 -60.72222, -43.01253 -60.71896)	336.0441996155001	-60.7205901002492	-43.00735026239985
LINESTRING (-43.02674 -60.72161, -43.0365 -60.72048)	273.69558363680613	-60.721045088819494	-43.0316200856885
LINESTRING (-43.02674 -60.72161, -43.0365 -60.72048)	273.69558363680613	-60.721045088819494	-43.0316200856885
LINESTRING (-43.02674 -60.72161, -43.0365 -60.72048)	273.69558363680613	-60.721045088819494	-43.0316200856885
LINESTRING (-43.02674 -60.72161, -43.0365 -60.72048)	273.69558363680613	-60.721045088819494	-43.0316200856885
LINESTRING (-42.49511 -60.6713, -42.50343 -60.67282)	242.6593347177891	-60.67206006463761	-42.499269901940615
LINESTRING (-42.52058 -60.67724, -42.5295 -60.67859)	255.09822126333648	-60.67791507427155	-42.52503990660469
LINESTRING (-42.52058 -60.67724, -42.5295 -60.67859)	255.09822126333648	-60.67791507427155	-42.52503990660469
LINESTRING (-42.52058 -60.67724, -42.5295 -60.67859)	255.09822126333648	-60.67791507427155	-42.52503990660469
LINESTRING (-42.52058 -60.67724, -42.5295 -60.67859)	255.09822126333648	-60.67791507427155	-42.52503990660469
LINESTRING (-42.52058 -60.67724, -42.5295 -60.67859)	255.09822126333648	-60.67791507427155	-42.52503990660469
LINESTRING (-42.52058 -60.67724, -42.5295 -60.67859)	255.09822126333648	-60.67791507427155	-42.52503990660469
LINESTRING (-42.49511 -60.6713, -42.50343 -60.67282)	242.6593347177891	-60.67206006463761	-42.499269901940615
LINESTRING (-42.49511 -60.6713, -42.50343 -60.67282)	242.6593347177891	-60.67206006463761	-42.499269901940615
LINESTRING (-42.49511 -60.6713, -42.50343 -60.67282)	242.6593347177891	-60.67206006463761	-42.499269901940615
LINESTRING (-42.52058 -60.67724, -42.5295 -60.67859)	255.09822126333648	-60.67791507427155	-42.52503990660469
LINESTRING (-42.97735 -60.70324, -42.99009 -60.69775)	463.2361634222624	-60.700495151930056	-42.98372054296288
LINESTRING (-41.05486 -60.57332, -41.06332 -60.57151)	252.91578866948643	-60.5724150669898	-41.05909011824968
LINESTRING (-41.05486 -60.57332, -41.06332 -60.57151)	252.91578866948643	-60.5724150669898	-41.05909011824968
LINESTRING (-41.03763 -60.5589, -41.04611 -60.56174)	281.29450797140487	-60.56032006741414	-41.041869814112374
LINESTRING (-41.03763 -60.5589, -41.04611 -60.56174)	281.29450797140487	-60.56032006741414	-41.041869814112374
